imgAlt,imgName,isMeme
Welchen Burger hättest du gerne wieder zurück?,mcdonalds_switzerland_1812,-2
Liebe auf den ersten Blick ♥,mcdonalds_switzerland_1813,-2
Beeren-starke Leckereien :),mcdonalds_switzerland_1814,-2
When was the Big Tasty launched for the first time in Switzerland? ,mcdonalds_switzerland_1815,-1
So geniessen wir den Sonntagnachmittag ❤ Und ihr? ,mcdonalds_switzerland_1816,-2
Schon zugegriffen? :D,mcdonalds_switzerland_1817,-2
🎵🎶 Kommt ein Burger geflogen... 🎶🎵🎶🎵E,mcdonalds_switzerland_1818,-2
"Wolke 7 ❤ 7e ciel ❤
#ChickenCroks #Happy #McDonalds #McDo",mcdonalds_switzerland_1819,-2
Batman oder Superman? ;),mcdonalds_switzerland_1820,-2
Bei Müdigkeit – Double-tap ;),mcdonalds_switzerland_1821,-2
Die perfekte Auszeit ☀,mcdonalds_switzerland_1822,-2
"Und wie feiert ihr den #DayOfAwesomeness 😉
Comment fêtez-vous le #DayOfAwesomeness 😉

#Blueberry #MuffinLove #McCafe #McDonalds #McDo",mcdonalds_switzerland_1823,-2
Wieder eine sensationelle Leistung unserer #togetherforgold-Athletin Yasmin Giger (@cherichuchu123 ) Gratulation zur,mcdonalds_switzerland_1824,-2
Endlich #Frühling <3 Was liebt ihr besonders an dieser Jahreszeit?,mcdonalds_switzerland_1825,-2
"YEAAHHH– endlich hat’s geklappt. Herzlichen Glückwunsch, Leo! :D",mcdonalds_switzerland_1826,-2
Und wie verbringt ihr euren #Feierabend? ,mcdonalds_switzerland_1827,-2
"We are back ;) Wer weiss, wie dieser Film heisst? ",mcdonalds_switzerland_1828,-2
Wer von euch traut sich an diesen Eisberg? ;),mcdonalds_switzerland_1829,-2
Unser Superheld ♥,mcdonalds_switzerland_1830,-2
"Filmquiz Time! Könnt ihr euch denken, welchen Film wir suchen? :D",mcdonalds_switzerland_1831,-2
Verschenke heute ein Herz an deinen Lieblingsmenschen.,mcdonalds_switzerland_1832,-2
Dienstag = Filmquiz-Tag. Wer kennt diesen Film? :),mcdonalds_switzerland_1833,-2
"McDonald‘s Bremgarten jubelt mit Patenathleten @nicolasgygax über 3xGold, 1xSilber, 1xBronze beim Aerial Ski Europacup!",mcdonalds_switzerland_1834,-2
"Im Oscar-Monat wartet auf euch jeden Dienstag unser Filmquiz :) Wisst ihr, welchen Oscar-prämierten Film wir heute",mcdonalds_switzerland_1835,-2
Die beiden Must-Haves der Saison ;),mcdonalds_switzerland_1836,-2
"Wieder eine Woche geschafft!!! :)
Encore une semaine réussie!!! :)
#TGIF #Laola #Pommes #McDonalds #McDo",mcdonalds_switzerland_1837,-2
Cheeeeessseeeeee! :D,mcdonalds_switzerland_1838,-1
"Die Piste ruft - wer ist heute in den Bergen unterwegs? :)
Les pistes nous appellent - qui était en excursion dans les montagnes aujourd'hui? :) #Skiing #Switzerland #Hüttengaudi #McDonalds #McDo",mcdonalds_switzerland_1839,-2
"Amis pour la vie 💗
Freunde fürs Leben 💗

#Snoopy #CharlieBrown #HappyMeal #Friendship #McDonalds #McDo",mcdonalds_switzerland_1840,-2
Von der Piste direkt ins Restaurant's - unsere Rösti Fries warten schon :) Depuis les pistes un aller direct à nos pour,mcdonalds_switzerland_1841,-2
Happy International Whipped Cream Day! ;),mcdonalds_switzerland_1842,-1
Ein leckeres Neuen Jahr euch allen! Teilt unseren Glücksbringer mit eurer Lieblingsperson :) Une très bonne année à vous,mcdonalds_switzerland_1843,-2
Pünktlich zum Jahreswechsel  sind ein alter und neuer Kollege bei uns eingetroffen :),mcdonalds_switzerland_1844,-2
"Merry #McXmas! Wir wünschen euch ein frohes Fest und verlosen ein McDonald's Fanpaket – einfach kommentieren, warum du",mcdonalds_switzerland_1845,-2
"Man munkelt, sogar das Christkind liebt unsere McFlurrys. Was ist dein Lieblingsgeschmack? Unter allen Antworten",mcdonalds_switzerland_1846,-2
So kurz vor Weihnachten geht doch nichts über ein paar Chicken McNuggets! Wer möchte? #McXmas,mcdonalds_switzerland_1847,-2
"Auf das Christkind müsst ihr noch warten, auf einen Big Mac nicht! Einfach Weihnachtsgruss hinterlassen und mit etwas",mcdonalds_switzerland_1848,-2
"Zum 4. Advent könnt ihr 5 x 10CHF-Gutscheine verwichteln. Markiere in den Kommentaren die Person, die du beschenken",mcdonalds_switzerland_1849,-2
"Oh Tannenbaum, wie grün sind deine ____? Poste die Antwort mit #McXmas und vielleicht bekommst du von unserer Glücksfee",mcdonalds_switzerland_1850,-2
Was ist euer grösster Weihnachtswunsch? Die schönste Antwort ist uns ein 10CHF-Gutschein wert. #McXmas,mcdonalds_switzerland_1851,-2
Ihr Knusperlein kommet... Pommes lieber mit Mayonnaise oder Ketchup? Wer mitmacht hat die Chance auf unsere köstlichen,mcdonalds_switzerland_1852,-2
Wir lieben 🎄 Habt ihr auch einen Weihnachtsbaum? Unter allen Antworten verlosen wir ein Menu. #McXmas ,mcdonalds_switzerland_1853,-2
Eiskalt den Winter geniessen – oder magst du lieber den Sommer? Verrate es uns mit #McXmas und vielleicht gewinnst du,mcdonalds_switzerland_1854,-2
Weihnachten wird gross! Wer hat grosse Lust auf einen Big Mac? ;) #McXmas,mcdonalds_switzerland_1855,-2
Happy 3. Advent! Verwichtelt heute 5 x 10 CHF-Gutscheine. Einfach in den Kommentaren deine Lieblingsperson markieren,mcdonalds_switzerland_1856,-2
Ein Stern ist aufgegangen – heute die 12! Welcher ist dein Burger-Star? Poste ihn mit #McXmas und du hast die Chance auf,mcdonalds_switzerland_1857,-2
Kleine Geschenke erhalten die Freundschaft ;) Markiere eine liebe Person mit #McXmas und vielleicht bekommt sie ein Menu,mcdonalds_switzerland_1858,-2
Weihnachtsshopping-Marathon? Wer braucht ein paar Chicken McNuggets zur Stärkung? :) #McXmas,mcdonalds_switzerland_1859,-2
Leise rieselt der Frappé – welchen Geschmack magst du besonders? Unter allen Antworten verlosen wir einen,mcdonalds_switzerland_1860,-2
"Da wird sogar das Christkind neidisch – wir verlosen einen 10CHF-Gutschein! Sag uns, warum gerade du ihn verdient hast",mcdonalds_switzerland_1861,-2
Dieses Jahr noch einmal richtig durchdrehen mit Türchen 7. Wer ist am verrücktesten nach einem McFlurry? #McXmas,mcdonalds_switzerland_1862,-2
Wir wollen eure Samichlaus-Versli hören. Postet sie mit #McXmas und staubt heute mit etwas Glück 1 von 5 Menu,mcdonalds_switzerland_1863,-2
Ob Rudolf seine Nase in Ketchup getaucht hat – oder warum ist sie so rot? Die kreativste Antwort belohnen wir mit einem,mcdonalds_switzerland_1864,-2
Ganz schön frisch draussen... Was tust du gegen die Kälte? Unter allen Antworten verschenken wir einen wärmenden,mcdonalds_switzerland_1865,-2
Fröhliche Pommes überall – verrate uns dein Lieblingsweihnachtslied und vielleicht belohnen wir dich mit köstlichen,mcdonalds_switzerland_1866,-2
"Ho, ho, hol dir heute mit etwas Glück einen leckeren Big Mac – einfach kommentieren, warum du der grösste Big Mac-Fan",mcdonalds_switzerland_1867,-2
Wir machen euch die Vorweihnachtszeit schmackhaft! :) Worauf freut ihr euch am meisten? Unter allen Antworten verlosen,mcdonalds_switzerland_1868,-2
So schmeckt die Vorweihnachtszeit! Ab 01.12. habt ihr jeden Tag die Chance auf ein leckeres Geschenk für euch oder eure,mcdonalds_switzerland_1869,-2
Ohne Christian würde etwas fehlen… #passionforfood ,mcdonalds_switzerland_1870,-2
This mustache is even attractive on women ;) Thanks to @mcdonalds_austria!,mcdonalds_switzerland_1871,-1
"Good morning, weekend <3",mcdonalds_switzerland_1872,-1
Happy International Men's Day :) #InternationalMensDay #McDonalds #McDo,mcdonalds_switzerland_1873,-1
Are you eat-in or take-out?,mcdonalds_switzerland_1874,-1
Ohne Gregor würde etwas fehlen… #passionforfood ,mcdonalds_switzerland_1875,-2
"M&M's, Kägi Fret or Ovo, which #McFlurry will you pick?",mcdonalds_switzerland_1876,-2
"How about you add a few Chicken McNuggets to your Menu? Get 4 for  only 2,90.-CHF. Available just for a while! ;-)",mcdonalds_switzerland_1877,-1
Feeling warm and cozy ❤ #mccafe,mcdonalds_switzerland_1878,-1
He's back! #TheNewPrime,mcdonalds_switzerland_1879,-1
"You liked it, René Schudel improved it... Learn more tomorrow!",mcdonalds_switzerland_1880,-2
"Sans nos 8'000 agriculteurs bovins suisses, votre Big Mac ne serait pas pareil… #passionforfood",mcdonalds_switzerland_1881,-2
It's the inner values that count <3,mcdonalds_switzerland_1882,-1
November is #movember! Do you grow a mustache this month? @ronaldmcdonald,mcdonalds_switzerland_1883,-1
Ohne Daniel würde etwas fehlen… #passionforfood,mcdonalds_switzerland_1884,-2
On Halloween ketchup will be spilled... Happy Halloween! :),mcdonalds_switzerland_1885,-1
Do you feel it? Halloween is just around the corner #McCafé,mcdonalds_switzerland_1886,-1
Ohne Josef würde etwas fehlen… #passionforfood,mcdonalds_switzerland_1887,-2
Which team are you supporting tonight? #mcdonalds #mcdo #hockey #swissicehockeyfederation #sihf #LNA,mcdonalds_switzerland_1888,-1
Ohne Hannes und Jürg würde etwas fehlen… #passionforfood ,mcdonalds_switzerland_1889,-2
Because we need something sweet to start the week with. Stop by your local #McCafé for some #warmth. ☕️ #mcdonalds #mcdo,mcdonalds_switzerland_1890,-1
"End the week on a sweet note with our new #McCafé products : Brownie Cheescake, Marschmallow Bar, Gingerbread Latte and",mcdonalds_switzerland_1891,-1
Happy World Smile Day ! Share a picture of your nicest smile or your best joke with @mcdonalds_switzerland and get a,mcdonalds_switzerland_1892,-1
"Morning coffee, 10am coffee, dessert coffee, coffee with friends, date coffee... Which options do you usually pick?",mcdonalds_switzerland_1893,-1
Are you a meat lover? Then you should definitely try our new Signature burgers The Maestro Blue Cheese and The Maestro,mcdonalds_switzerland_1894,-1
A lunar eclipse will take place during the night. What will you do to stay awake? #mcdonalds #mcdo #lunareclipse #moon,mcdonalds_switzerland_1895,-1
Another fantastic performance for one of our #together4gold and @schweizersporthilfe athlete! Congratulations @vladyar,mcdonalds_switzerland_1896,-1
We're celebrating the first day of #autumn today! Did you know it's the season of #love? #McCafe #mcdonalds #mcdo,mcdonalds_switzerland_1897,-1
Congratulations to Simon Rieckhoff for a fantastic season highlighted by a Swiss Champion title and a participation at,mcdonalds_switzerland_1898,-1
"This is NOT how it's done at our #McCafe, we promise! 😄 Thanks @gamero_j for sharing this video! #mcdonalds #mcdo #coffee #art #barista #loosingit #lol",mcdonalds_switzerland_1899,-1
"Shake it, shake it, shake it! Have you tried our Shaker fries? 🍟 #mcdonalds #mcdo #mcd #fries #shakeshake #shakeshakeshake #hotchilli #blackpepper  #foodie #picoftheday",mcdonalds_switzerland_1900,-1
Small things make Mondays easier...what are they for you? #McCafe #mcdonalds #mcdo #coffee #monday #cappuccino,mcdonalds_switzerland_1901,-1
"Happy Fryday à tous ;-) Que diriez-vous? J'aime le vendredi, car… ",mcdonalds_switzerland_1902,-2
#Repost @monah_ with @repostapp.,mcdonalds_switzerland_1903,-1
Thanks for your hard work guys!  #Repost @monah_ with @repostapp.,mcdonalds_switzerland_1904,-1
"How will your kid react when he/she sees you have replaced his/her favorite meal with just an #apple? Trick your kid, make some video and share it with #happyfruits! #happymeal #surprise #kids #funny #video #viral #mcdonalds #mcdo #hiddencamera",mcdonalds_switzerland_1905,-1
"Last stop for our #BBQAroundTheWorld! As of today, you can taste the South African Barbecue in all of our Swiss",mcdonalds_switzerland_1906,-1
Swiss Champion in Laser Radial! 👍 Congratulations @megevalexis for your fantastic performance over the weekend!,mcdonalds_switzerland_1907,-1
Now our Happy Meal always contains a fruit! Some are surprised! ;-) #happyfruits #happymeal #fruit #vitamins #foodie #kids #healthy #menu #goodnews #picoftheday,mcdonalds_switzerland_1908,-1
"It doesn’t matter if you’re on holidays or at work, we’re sure a McFlurry Oreo will have you finish the week on a",mcdonalds_switzerland_1909,-1
#Repost @vladyar ,mcdonalds_switzerland_1910,-1
Congrats Yasmin Giger @cherichuchu123 for a fantastic silver medal at the European Youth Olympic Festival #eyof in the,mcdonalds_switzerland_1911,-1
"On this grey morning, all you need is a breakfast at McCafé. How about a cappuccino and one of our salty products?",mcdonalds_switzerland_1912,-1
The Yellow Chili Sauce that you can find in our Australian BBQ is very #popular in Sydney. Our blogger @xavier_alfonso,mcdonalds_switzerland_1913,-1
Our #BBQAroundTheWorld blogger @xavier_alfonso is enjoying his time in Sydney. Learn more on our Facebook page (link in,mcdonalds_switzerland_1914,-1
Our fans of chicken are thrilled. The Chicken Tasty and Chicken Tasty Bacon are back! #McDonalds #switzerland #swissmcd,mcdonalds_switzerland_1915,-1
"Discover our new #McCafe salty products, freshly baked and prepared every morning for the joy of your taste buds! #McCafe #McDonalds #mcdo #bretzels #silsbread #philadelphiacheese #coffee #breakfast #yummy #foodie",mcdonalds_switzerland_1916,-1
Our #McDonalds #blogger @xavier_alfonso started his #BBQAroundTheWorld trip from #Switzerland to #Sydney. Follow more of his travel #adventures here! #McDo #BBQAroundTheWorld #trip #firststop #sydney #australia #bbq,mcdonalds_switzerland_1917,-1
Get new flavours from down under with our new #burger Australian Barbecue and its Yellow Chili sauce. #McDonalds,mcdonalds_switzerland_1918,-1
It's a hot day today! Who wouldn't dream to take a swim with this beauty? #mcdonalds #McCafe #yummy #donut #food #summer,mcdonalds_switzerland_1919,-1
Congrats @lausanne2020! Our #together4gold athletes are training hard to participle in the Youth Olympic Games in 2020!,mcdonalds_switzerland_1920,-1
Sun’s out and you need some #refreshment? Our #McCafe #smoothies are now half price for a limited period of time,mcdonalds_switzerland_1921,-1
Today’s the International Day of #friendship. Tag a #friend with whom you’d like to share a Sundae. #mcdonalds #mcdo,mcdonalds_switzerland_1922,-1
"The third Burger Dynasty is now available in all our restaurants. As of today, you can taste the Royal Jalapeño and the",mcdonalds_switzerland_1923,-1
"4, 6, 9 or 20...who agrees to say they always disappear too quickly? #mcdonalds #mcdo #tasty #mcnuggets #food #yummy #picoftheday #switzerland #bestoftheday #likes #IGVideo #foodstagram #foodie",mcdonalds_switzerland_1924,-1
We can't wait for the weekend to get refreshed! Which drink do you usually choose?,mcdonalds_switzerland_1925,-1
The Minions are grilling McNuggets. Would you consider doing the same? #MinionsatMcDonalds,mcdonalds_switzerland_1926,-1
"Last chance! Give us your reason why we should send you on our amazing trip to Sydney, Buenos Aires and Cape Town. Tag",mcdonalds_switzerland_1927,-1
"Do you also have a royal hunger? This week, discover the McChicken Pepper and the Cheese & Bacon! #mcdonaldsroyals",mcdonalds_switzerland_1928,-1
"No matter the mean of transport, you're always in a hurry to get there when you're hungry! #mcdonalds #mcdo #food #hurry",mcdonalds_switzerland_1929,-1
"Become our travel blogger and go on an adventure in Sydney, Buenos Aires and Cape Town! Send us a video message using",mcdonalds_switzerland_1930,-1
Just a few hours left before the weekend. How about a cookie from the McCafé to give you that extra power? #mcdonalds,mcdonalds_switzerland_1931,-1
"Want to go to Sydney, Buenos Aires and Cape Town? Tell us in a video message why you should win and use the hashtag",mcdonalds_switzerland_1932,-1
The Minions are training hard! Potato-naaaah! #MinionsatMcDonalds,mcdonalds_switzerland_1933,-1
Whose doing this all the time as well? #mcdonalds #mcdo #foodporn,mcdonalds_switzerland_1934,-1
Like this picture if you're lucky enough to also go on holidays! #mcdonalds #mcdo #happy #holidays,mcdonalds_switzerland_1935,-1
It looks like the Minions have invaded McDonald's Switzerland! #MinionsatMcDonalds,mcdonalds_switzerland_1936,-1
Banana? #MinionsatMcDonalds,mcdonalds_switzerland_1937,-1
Congratulations @michelle_heimberg for a fantastic bronze medal at the European Junior Diving Championships! What a,mcdonalds_switzerland_1938,-1
The Royals are back today: discover the Royal Tzatziki and the McChicken Basilic. Which one will you pick first ? ;-),mcdonalds_switzerland_1939,-1
"Melon is now available in all Happy Meals, as a snack or as a refreshing dessert. #mcdonalds #mcdo #melon #fruit",mcdonalds_switzerland_1940,-1
Our traditional McMasters golf tournament happened yesterday in #payerne. Are you into golfing too? #rmhc #golf,mcdonalds_switzerland_1941,-1
Congratulations @michelle_heimberg for a splendid 4th place at yesterday European Junior #Diving Championships from 3m. Today's the next competition and we're excited to hear back from her! #together4gold,mcdonalds_switzerland_1942,-1
Good luck @michelle_heimberg for tomorrow's first competition at the European Junior #diving Championships in #moscow!,mcdonalds_switzerland_1943,-1
Why not enjoy a Summer salad on this sunny Wednesday? #mcdonalds #mcdo #salad #picoftheday,mcdonalds_switzerland_1944,-1
The #together4gold and @schweizersporthilfe athlete Arthur Claessens visited his partner restaurant in Crissier and,mcdonalds_switzerland_1945,-1
And how would it be with a Coupe Sundae for dessert? ;-) #mcdonalds #mcdo #dessert #icecream #picoftheday,mcdonalds_switzerland_1946,-1
"You asked for the Double Cheeseburger, we're also suggesting the Little Ciabatta Pepper! #mcdonalds #mcdo #burger",mcdonalds_switzerland_1947,-1
Which sauce are you going for? #mcdonalds #mcdo #food #picoftheday,mcdonalds_switzerland_1948,-1
A big congrats to @vladyar Reverdin for winning the Generation Trophy in St.Gallen together with her team mate Pius,mcdonalds_switzerland_1949,-1
Bravo @ugo_bmx! #together4gold ・・・,mcdonalds_switzerland_1950,-1
Smile even though it's Monday ;-) #mcdonalds #mcdo #smile #picoftheday,mcdonalds_switzerland_1951,-1
Another fantastic result from one of our #together4gold and @schweizersporthilfe athlete @nealwoernhard who become Match,mcdonalds_switzerland_1952,-1
